timestamp,framework,commit,model,quant,threads,numa,pp512_tps,tg128_tps,file_size_bytes,bpw,ppl_wt2_c2048,ppl_fp16_anchor,tool,notes
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,Q2_K,6,none,796.32,87.34,347288704,3.633,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,Q2_K,12,none,1433.94,115.85,347288704,3.633,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,Q2_K,24,none,1463.55,133.18,347288704,3.633,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,Q2_K,48,none,1924.74,116.89,347288704,3.633,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,Q2_K,12,node0-cpubind,1482.34,139.34,347288704,3.633,,,llama-bench,"p512 n128 r3; numactl --cpunodebind=0 (membind EPERM in container); imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,Q2_K,24,none,1683.49,159.58,347288704,3.633,,,llama-bench,"rtr; p512 n128 r3; -rtr 1 run-time repack; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,24,none,,,320173952,3.344,33.503,18.4883,llama-perplexity,"wt2-raw full test; ctx2048; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,1,none,149.56,19.78,320173952,3.344,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,6,none,802.98,82.34,320173952,3.344,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,12,none,1443.09,113.84,320173952,3.344,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,24,none,1445.61,131.14,320173952,3.344,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,48,none,1587.52,109.16,320173952,3.344,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,12,node0-cpubind,1441.1,132.92,320173952,3.344,,,llama-bench,"p512 n128 r3; numactl --cpunodebind=0 (membind EPERM in container); imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KL,24,none,2355.05,135.99,320173952,3.344,,,llama-bench,"rtr; p512 n128 r3; -rtr 1 run-time repack; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,24,none,,,305707136,3.19,40.9899,18.4883,llama-perplexity,"wt2-raw full test; ctx2048; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,1,none,148.91,22.74,305707136,3.19,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,6,none,805.99,91.98,305707136,3.19,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,12,none,1445.61,113.67,305707136,3.19,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,24,none,1458.38,143.31,305707136,3.19,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,48,none,1677.78,135.04,305707136,3.19,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,12,node0-cpubind,1491.28,143.25,305707136,3.19,,,llama-bench,"p512 n128 r3; numactl --cpunodebind=0 (membind EPERM in container); imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_K,24,none,1664.7,159.39,305707136,3.19,,,llama-bench,"rtr; p512 n128 r3; -rtr 1 run-time repack; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,24,none,,,296028288,3.087,93.4373,18.4883,llama-perplexity,"wt2-raw full test; ctx2048; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,1,none,148.78,13.96,296028288,3.087,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,6,none,803.68,62.13,296028288,3.087,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,12,none,1444.73,83.06,296028288,3.087,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,24,none,1461.91,105.0,296028288,3.087,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,48,none,1608.82,114.27,296028288,3.087,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,12,node0-cpubind,1482.94,107.72,296028288,3.087,,,llama-bench,"p512 n128 r3; numactl --cpunodebind=0 (membind EPERM in container); imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XS,24,none,1262.9,126.26,296028288,3.087,,,llama-bench,"rtr; p512 n128 r3; -rtr 1 run-time repack; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,24,none,,,282173312,2.94,120.091,18.4883,llama-perplexity,"wt2-raw full test; ctx2048; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,1,none,149.49,21.39,282173312,2.94,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,6,none,802.95,90.46,282173312,2.94,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,12,none,1446.51,116.79,282173312,2.94,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,24,none,1468.0,139.46,282173312,2.94,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,48,none,1926.91,133.88,282173312,2.94,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,12,node0-cpubind,1495.76,153.14,282173312,2.94,,,llama-bench,"p512 n128 r3; numactl --cpunodebind=0 (membind EPERM in container); imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KS,24,none,2120.9,152.69,282173312,2.94,,,llama-bench,"rtr; p512 n128 r3; -rtr 1 run-time repack; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,24,none,,,289226368,3.015,44.1864,18.4883,llama-perplexity,"wt2-raw full test; ctx2048; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,1,none,128.01,10.92,289226368,3.015,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,6,none,671.71,49.48,289226368,3.015,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,12,none,1204.31,67.27,289226368,3.015,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,24,none,1321.87,94.28,289226368,3.015,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,48,none,561.38,93.73,289226368,3.015,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,12,node0-cpubind,1252.51,93.32,289226368,3.015,,,llama-bench,"p512 n128 r3; numactl --cpunodebind=0 (membind EPERM in container); imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_KT,24,none,1845.19,114.83,289226368,3.015,,,llama-bench,"rtr; p512 n128 r3; -rtr 1 run-time repack; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,24,none,,,283478144,2.954,458.6636,18.4883,llama-perplexity,"wt2-raw full test; ctx2048; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,1,none,149.17,12.26,283478144,2.954,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,6,none,804.67,59.12,283478144,2.954,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,12,none,1441.71,79.57,283478144,2.954,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,24,none,1474.46,103.97,283478144,2.954,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,48,none,1519.53,109.49,283478144,2.954,,,llama-bench,"p512 n128 r3; imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,12,node0-cpubind,1495.75,93.12,283478144,2.954,,,llama-bench,"p512 n128 r3; numactl --cpunodebind=0 (membind EPERM in container); imatrix(ik,wt2-train-100k)"
2026-07-14T13:44:14Z,ik_llama.cpp,7937465ff15a2e121f36b87d4507766bd11f5153,Qwen3-0.6B,IQ2_XXS,24,none,1218.33,146.89,283478144,2.954,,,llama-bench,"rtr; p512 n128 r3; -rtr 1 run-time repack; imatrix(ik,wt2-train-100k)"
